Arunachal Pradesh,3.7.3 - Kidnapping for Ransom (Section 364A IPC),0
Arunachal Pradesh,3.7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),0
Arunachal Pradesh,3.7.5 - Other Kidnapping,0
Arunachal Pradesh,"3.8 - Dacoity (Section 395,396-398 IPC)",0
Arunachal Pradesh,3.8.1 - Dacoity with Murder (Section 396 IPC),0
Arunachal Pradesh,3.8.2 - Other Dacoity,0
Arunachal Pradesh,"3.9 - Robbery (Section 392 to 394, 397 & 398 IPC)",0
Arunachal Pradesh,3.10 - Arson (Section 435-436 & 438 IPC),0
Arunachal Pradesh,"3.11 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",0
Arunachal Pradesh,3.11.1 - Grievous Hurt (Section 325 & 326 IPC),0
Arunachal Pradesh,3.11.2 - Acid attack (Section 326A IPC),0
Arunachal Pradesh,3.11.3 - Attempt to Acid Attack (Section 326B IPC),0
Arunachal Pradesh,"3.12 - Riots (Sections 147, 148, 149, 150 & 151 IPC)",0
Arunachal Pradesh,3.13 - Other IPC crimes,0
Arunachal Pradesh,3 - Total IPC crimes against SCs,0
Arunachal Pradesh,"4 - Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",0
Arunachal Pradesh,5 - Other SLL Crime against SCs,0
Arunachal Pradesh,6 - Total Crimes against SCs,0
Assam,"1 - Protection of Civil Rights Act, 1955",0
Assam,2.1 - Murder (Section 302 & 303 IPC),0
Assam,2.2 - Attempt to commit Murder (Section 307 IPC),0
Assam,2.3 - Rape,0
Assam,2.4 - Attempt to commit Rape (Section 376/511 IPC),0
Assam,2.5 - Assault on women with intent to outrage her Modesty (Section 354 IPC),1
Assam,2.5.1 - Sexual Harassment (Section 354A IPC),0
Assam,2.5.2 - Assault on women with intent to Disrobe (Section 354B IPC),0
Assam,2.5.3 - Voyeurism (Section 354C IPC),0
Assam,2.5.4 - Stalking (Section 354D IPC),0
Assam,2.5.5 - Other Sexual Harassment,1
Assam,2.6 - Insult to the Modesty of women (Section 509 IPC),0
Assam,"2.7 - Kidnapping & Abduction_Total (Section 363,364,364A, 366-369 IPC)",0
Assam,2.7.1 - Kidnaping & Abduction (Section 363 IPC),0
Assam,2.7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),0
Assam,2.7.3 - Kidnapping for Ransom (Section 364A IPC),0
Assam,2.7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),0
Assam,2.7.5 - Other Kidnapping,0
Assam,"2.8 - Dacoity (Section 395,396-398 IPC)",0
Assam,2.8.1 - Dacoity with Murder (Section 396 IPC),0
Assam,2.8.2 - Other Dacoity,0
Assam,"2.9 - Robbery (Section 392 to 394, 397 & 398 IPC)",0
Assam,2.10 - Arson (Section 435-436 & 438 IPC),0
Assam,"2.11 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",0
Assam,2.11.1 - Hurt (Section 325 & 326 IPC),0
Assam,2.11.2 - Acid attack (Section 326A IPC),0
Assam,2.11.3 - Attempt to Acid Attack (Section 326B IPC),0
Assam,"2.12 - Riots (Sections 147, 148, 149, 150 & 151 IPC)",0
Assam,2.13 - Other IPC crimes,0
Assam,2.14 - SC / ST (Prevention of Atrocities) Act only,1
Assam,2 - Total of SC/ST (Prevention of Atrocities) Act,2
Assam,3.1 - Murder (Section 302 & 303 IPC),0
Assam,3.2 - Attempt to commit Murder (Section 307 IPC),0
Assam,3.3 - Rape (Section 376 IPC),0
Assam,3.4 - Attempt to commit Rape (Section 376/511 IPC),0
Assam,3.5 - Assault on women with intent to outrage her Modesty (Section 354 IPC),0
Assam,3.5.1 - Sexual Harassment (Section 354A IPC),0
Assam,3.5.2 - Assault on women with intent to Disrobe (Section 354B IPC),0
Assam,3.5.3 - Voyeurism (Section 354C IPC),0
Assam,3.5.4 - Stalking,0
Assam,3.5.5 - Other Sexual Harassment,0
Assam,3.6 - Insult to the Modesty of women (Section 509 IPC),0
Assam,"3.7 - Kidnapping & Abduction (Section 363,364,364A, 366-369 IPC)",0
Assam,3.7.1 - Kidnaping & Abduction (Section 363 IPC),0
Assam,3.7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),0
Assam,3.7.3 - Kidnapping for Ransom (Section 364A IPC),0
Assam,3.7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),0
Assam,3.7.5 - Other Kidnapping,0
Assam,"3.8 - Dacoity (Section 395,396-398 IPC)",0
Assam,3.8.1 - Dacoity with Murder (Section 396 IPC),0
Assam,3.8.2 - Other Dacoity,0
Assam,"3.9 - Robbery (Section 392 to 394, 397 & 398 IPC)",0
Assam,3.10 - Arson (Section 435-436 & 438 IPC),0
Assam,"3.11 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",0
Assam,3.11.1 - Grievous Hurt (Section 325 & 326 IPC),0
Assam,3.11.2 - Acid attack (Section 326A IPC),0
Assam,3.11.3 - Attempt to Acid Attack (Section 326B IPC),0
Assam,"3.12 - Riots (Sections 147, 148, 149, 150 & 151 IPC)",0
Assam,3.13 - Other IPC crimes,0
Assam,3 - Total IPC crimes against SCs,0
Assam,"4 - Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",0
Assam,5 - Other SLL Crime against SCs,0
Assam,6 - Total Crimes against SCs,2
Bihar,"1 - Protection of Civil Rights Act, 1955",12
Bihar,2.1 - Murder (Section 302 & 303 IPC),56
Bihar,2.2 - Attempt to commit Murder (Section 307 IPC),16
Bihar,2.3 - Rape,37
Bihar,2.4 - Attempt to commit Rape (Section 376/511 IPC),3
Bihar,2.5 - Assault on women with intent to outrage her Modesty (Section 354 IPC),10
Bihar,2.5.1 - Sexual Harassment (Section 354A IPC),0
Bihar,2.5.2 - Assault on women with intent to Disrobe (Section 354B IPC),0
Bihar,2.5.3 - Voyeurism (Section 354C IPC),0
Bihar,2.5.4 - Stalking (Section 354D IPC),0
Bihar,2.5.5 - Other Sexual Harassment,10
Bihar,2.6 - Insult to the Modesty of women (Section 509 IPC),0
Bihar,"2.7 - Kidnapping & Abduction_Total (Section 363,364,364A, 366-369 IPC)",0
Bihar,2.7.1 - Kidnaping & Abduction (Section 363 IPC),0
Bihar,2.7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),0
Bihar,2.7.3 - Kidnapping for Ransom (Section 364A IPC),0
Bihar,2.7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),0
Bihar,2.7.5 - Other Kidnapping,0
Bihar,"2.8 - Dacoity (Section 395,396-398 IPC)",0
Bihar,2.8.1 - Dacoity with Murder (Section 396 IPC),0
Bihar,2.8.2 - Other Dacoity,0
Bihar,"2.9 - Robbery (Section 392 to 394, 397 & 398 IPC)",0
Bihar,2.10 - Arson (Section 435-436 & 438 IPC),50
Bihar,"2.11 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",900
Bihar,2.11.1 - Hurt (Section 325 & 326 IPC),900
Bihar,2.11.2 - Acid attack (Section 326A IPC),0
Bihar,2.11.3 - Attempt to Acid Attack (Section 326B IPC),0
Bihar,"2.12 - Riots (Sections 147, 148, 149, 150 & 151 IPC)",11
Bihar,2.13 - Other IPC crimes,4888
Bihar,2.14 - SC / ST (Prevention of Atrocities) Act only,1903
Bihar,2 - Total of SC/ST (Prevention of Atrocities) Act,7874
Bihar,3.1 - Murder (Section 302 & 303 IPC),0
Bihar,3.2 - Attempt to commit Murder (Section 307 IPC),0
Bihar,3.3 - Rape (Section 376 IPC),3
Bihar,3.4 - Attempt to commit Rape (Section 376/511 IPC),0
Bihar,3.5 - Assault on women with intent to outrage her Modesty (Section 354 IPC),0
Bihar,3.5.1 - Sexual Harassment (Section 354A IPC),0
Bihar,3.5.2 - Assault on women with intent to Disrobe (Section 354B IPC),0
Bihar,3.5.3 - Voyeurism (Section 354C IPC),0
Bihar,3.5.4 - Stalking,0
Bihar,3.5.5 - Other Sexual Harassment,0
Bihar,3.6 - Insult to the Modesty of women (Section 509 IPC),0
Bihar,"3.7 - Kidnapping & Abduction (Section 363,364,364A, 366-369 IPC)",0
Bihar,3.7.1 - Kidnaping & Abduction (Section 363 IPC),0
Bihar,3.7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),0
Bihar,3.7.3 - Kidnapping for Ransom (Section 364A IPC),0
Bihar,3.7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),0
Bihar,3.7.5 - Other Kidnapping,0
Bihar,"3.8 - Dacoity (Section 395,396-398 IPC)",0
Bihar,3.8.1 - Dacoity with Murder (Section 396 IPC),0
Bihar,3.8.2 - Other Dacoity,0
Bihar,"3.9 - Robbery (Section 392 to 394, 397 & 398 IPC)",0
Bihar,3.10 - Arson (Section 435-436 & 438 IPC),0
Bihar,"3.11 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",4
Bihar,3.11.1 - Grievous Hurt (Section 325 & 326 IPC),4
Bihar,3.11.2 - Acid attack (Section 326A IPC),0
Bihar,3.11.3 - Attempt to Acid Attack (Section 326B IPC),0
Bihar,"3.12 - Riots (Sections 147, 148, 149, 150 & 151 IPC)",0
Bihar,3.13 - Other IPC crimes,0
Bihar,3 - Total IPC crimes against SCs,7
Bihar,"4 - Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",0
Bihar,5 - Other SLL Crime against SCs,0
Bihar,6 - Total Crimes against SCs,7893
Chhattisgarh,"1 - Protection of Civil Rights Act, 1955",0
Chhattisgarh,2.1 - Murder (Section 302 & 303 IPC),8
Chhattisgarh,2.2 - Attempt to commit Murder (Section 307 IPC),6
Chhattisgarh,2.3 - Rape,71
Chhattisgarh,2.4 - Attempt to commit Rape (Section 376/511 IPC),0
Chhattisgarh,2.5 - Assault on women with intent to outrage her Modesty (Section 354 IPC),45
Chhattisgarh,2.5.1 - Sexual Harassment (Section 354A IPC),18
Chhattisgarh,2.5.2 - Assault on women with intent to Disrobe (Section 354B IPC),1
Chhattisgarh,2.5.3 - Voyeurism (Section 354C IPC),0
Chhattisgarh,2.5.4 - Stalking (Section 354D IPC),1
Chhattisgarh,2.5.5 - Other Sexual Harassment,25
Chhattisgarh,2.6 - Insult to the Modesty of women (Section 509 IPC),0
Chhattisgarh,"2.7 - Kidnapping & Abduction_Total (Section 363,364,364A, 366-369 IPC)",6
Chhattisgarh,2.7.1 - Kidnaping & Abduction (Section 363 IPC),1
Chhattisgarh,2.7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),0
Chhattisgarh,2.7.3 - Kidnapping for Ransom (Section 364A IPC),0
Chhattisgarh,2.7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2
Chhattisgarh,2.7.5 - Other Kidnapping,3
Chhattisgarh,"2.8 - Dacoity (Section 395,396-398 IPC)",1
Chhattisgarh,2.8.1 - Dacoity with Murder (Section 396 IPC),0
Chhattisgarh,2.8.2 - Other Dacoity,1
Chhattisgarh,"2.9 - Robbery (Section 392 to 394, 397 & 398 IPC)",0
Chhattisgarh,2.10 - Arson (Section 435-436 & 438 IPC),1
Chhattisgarh,"2.11 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",9
Chhattisgarh,2.11.1 - Hurt (Section 325 & 326 IPC),9
Chhattisgarh,2.11.2 - Acid attack (Section 326A IPC),0
Chhattisgarh,2.11.3 - Attempt to Acid Attack (Section 326B IPC),0
Chhattisgarh,"2.12 - Riots (Sections 147, 148, 149, 150 & 151 IPC)",11
Chhattisgarh,2.13 - Other IPC crimes,80
Chhattisgarh,2.14 - SC / ST (Prevention of Atrocities) Act only,121
Chhattisgarh,2 - Total of SC/ST (Prevention of Atrocities) Act,359
Chhattisgarh,3.1 - Murder (Section 302 & 303 IPC),11
Chhattisgarh,3.2 - Attempt to commit Murder (Section 307 IPC),12
Chhattisgarh,3.3 - Rape (Section 376 IPC),26
Chhattisgarh,3.4 - Attempt to commit Rape (Section 376/511 IPC),0
Chhattisgarh,3.5 - Assault on women with intent to outrage her Modesty (Section 354 IPC),69
Chhattisgarh,3.5.1 - Sexual Harassment (Section 354A IPC),14
Chhattisgarh,3.5.2 - Assault on women with intent to Disrobe (Section 354B IPC),1
Chhattisgarh,3.5.3 - Voyeurism (Section 354C IPC),0
Chhattisgarh,3.5.4 - Stalking,1
Chhattisgarh,3.5.5 - Other Sexual Harassment,53
Chhattisgarh,3.6 - Insult to the Modesty of women (Section 509 IPC),0
Chhattisgarh,"3.7 - Kidnapping & Abduction (Section 363,364,364A, 366-369 IPC)",42
Chhattisgarh,3.7.1 - Kidnaping & Abduction (Section 363 IPC),34
Chhattisgarh,3.7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),0
Chhattisgarh,3.7.3 - Kidnapping for Ransom (Section 364A IPC),0
Chhattisgarh,3.7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),4
Chhattisgarh,3.7.5 - Other Kidnapping,4
Chhattisgarh,"3.8 - Dacoity (Section 395,396-398 IPC)",1
Chhattisgarh,3.8.1 - Dacoity with Murder (Section 396 IPC),0
Chhattisgarh,3.8.2 - Other Dacoity,1
Chhattisgarh,"3.9 - Robbery (Section 392 to 394, 397 & 398 IPC)",3
Chhattisgarh,3.10 - Arson (Section 435-436 & 438 IPC),3
Chhattisgarh,"3.11 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",4
Chhattisgarh,3.11.1 - Grievous Hurt (Section 325 & 326 IPC),4
Chhattisgarh,3.11.2 - Acid attack (Section 326A IPC),0
Chhattisgarh,3.11.3 - Attempt to Acid Attack (Section 326B IPC),0
Chhattisgarh,"3.12 - Riots (Sections 147, 148, 149, 150 & 151 IPC)",17
Chhattisgarh,3.13 - Other IPC crimes,486
Chhattisgarh,3 - Total IPC crimes against SCs,674
Chhattisgarh,"4 - Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",0
Chhattisgarh,5 - Other SLL Crime against SCs,33
Chhattisgarh,6 - Total Crimes against SCs,1066
Goa,"1 - Protection of Civil Rights Act, 1955",1
Goa,2.1 - Murder (Section 302 & 303 IPC),0
Goa,2.2 - Attempt to commit Murder (Section 307 IPC),0
Goa,2.3 - Rape,1
Goa,2.4 - Attempt to commit Rape (Section 376/511 IPC),0
Goa,2.5 - Assault on women with intent to outrage her Modesty (Section 354 IPC),1
Goa,2.5.1 - Sexual Harassment (Section 354A IPC),1
Goa,2.5.2 - Assault on women with intent to Disrobe (Section 354B IPC),0
Goa,2.5.3 - Voyeurism (Section 354C IPC),0
Goa,2.5.4 - Stalking (Section 354D IPC),0
Goa,2.5.5 - Other Sexual Harassment,0
Goa,2.6 - Insult to the Modesty of women (Section 509 IPC),0
Goa,"2.7 - Kidnapping & Abduction_Total (Section 363,364,364A, 366-369 IPC)",0
Goa,2.7.1 - Kidnaping & Abduction (Section 363 IPC),0
Goa,2.7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),0
Goa,2.7.3 - Kidnapping for Ransom (Section 364A IPC),0
Goa,2.7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),0
Goa,2.7.5 - Other Kidnapping,0
Goa,"2.8 - Dacoity (Section 395,396-398 IPC)",0
Goa,2.8.1 - Dacoity with Murder (Section 396 IPC),0
Goa,2.8.2 - Other Dacoity,0
Goa,"2.9 - Robbery (Section 392 to 394, 397 & 398 IPC)",0
Goa,2.10 - Arson (Section 435-436 & 438 IPC),0
Goa,"2.11 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",0
Goa,2.11.1 - Hurt (Section 325 & 326 IPC),0
Goa,2.11.2 - Acid attack (Section 326A IPC),0
Goa,2.11.3 - Attempt to Acid Attack (Section 326B IPC),0
Goa,"2.12 - Riots (Sections 147, 148, 149, 150 & 151 IPC)",0
Goa,2.13 - Other IPC crimes,2
Goa,2.14 - SC / ST (Prevention of Atrocities) Act only,8
Goa,2 - Total of SC/ST (Prevention of Atrocities) Act,12
Goa,3.1 - Murder (Section 302 & 303 IPC),0
Goa,3.2 - Attempt to commit Murder (Section 307 IPC),0
Goa,3.3 - Rape (Section 376 IPC),0
Goa,3.4 - Attempt to commit Rape (Section 376/511 IPC),0
Goa,3.5 - Assault on women with intent to outrage her Modesty (Section 354 IPC),0
Goa,3.5.1 - Sexual Harassment (Section 354A IPC),0
Goa,3.5.2 - Assault on women with intent to Disrobe (Section 354B IPC),0
Goa,3.5.3 - Voyeurism (Section 354C IPC),0
Goa,3.5.4 - Stalking,0
Goa,3.5.5 - Other Sexual Harassment,0
Goa,3.6 - Insult to the Modesty of women (Section 509 IPC),0
Goa,"3.7 - Kidnapping & Abduction (Section 363,364,364A, 366-369 IPC)",0
Goa,3.7.1 - Kidnaping & Abduction (Section 363 IPC),0
Goa,3.7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),0
Goa,3.7.3 - Kidnapping for Ransom (Section 364A IPC),0
Goa,3.7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),0
Goa,3.7.5 - Other Kidnapping,0
Goa,"3.8 - Dacoity (Section 395,396-398 IPC)",0
Goa,3.8.1 - Dacoity with Murder (Section 396 IPC),0
Goa,3.8.2 - Other Dacoity,0
Goa,"3.9 - Robbery (Section 392 to 394, 397 & 398 IPC)",0
Goa,3.10 - Arson (Section 435-436 & 438 IPC),0
Goa,"3.11 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",0
Goa,3.11.1 - Grievous Hurt (Section 325 & 326 IPC),0
Goa,3.11.2 - Acid attack (Section 326A IPC),0
Goa,3.11.3 - Attempt to Acid Attack (Section 326B IPC),0
Goa,"3.12 - Riots (Sections 147, 148, 149, 150 & 151 IPC)",0
Goa,3.13 - Other IPC crimes,1
Goa,3 - Total IPC crimes against SCs,1
Goa,"4 - Manual Scavengers and Construction of Dry Latrines (P) Act, 1993",0
Goa,5 - Other SLL Crime against SCs,3
Goa,6 - Total Crimes against SCs,17
Gujarat,"1 - Protection of Civil Rights Act, 1955",19
Gujarat,2.1 - Murder (Section 302 & 303 IPC),25
Gujarat,2.2 - Attempt to commit Murder (Section 307 IPC),17
Gujarat,2.3 - Rape,46
Gujarat,2.4 - Attempt to commit Rape (Section 376/511 IPC),0
Gujarat,2.5 - Assault on women with intent to outrage her Modesty (Section 354 IPC),50
Gujarat,2.5.1 - Sexual Harassment (Section 354A IPC),9
Gujarat,2.5.2 - Assault on women with intent to Disrobe (Section 354B IPC),1
Gujarat,2.5.3 - Voyeurism (Section 354C IPC),0
Gujarat,2.5.4 - Stalking (Section 354D IPC),0
Gujarat,2.5.5 - Other Sexual Harassment,40
Gujarat,2.6 - Insult to the Modesty of women (Section 509 IPC),0
Gujarat,"2.7 - Kidnapping & Abduction_Total (Section 363,364,364A, 366-369 IPC)",62
Gujarat,2.7.1 - Kidnaping & Abduction (Section 363 IPC),16
Gujarat,2.7.2 - Kidnaping & Abduction in order to Murder (Section 364 IPC),0
Gujarat,2.7.3 - Kidnapping for Ransom (Section 364A IPC),0
Gujarat,2.7.4 - Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),33
Gujarat,2.7.5 - Other Kidnapping,13
Gujarat,"2.8 - Dacoity (Section 395,396-398 IPC)",8
Gujarat,2.8.1 - Dacoity with Murder (Section 396 IPC),0
Gujarat,2.8.2 - Other Dacoity,8
Gujarat,"2.9 - Robbery (Section 392 to 394, 397 & 398 IPC)",29
Gujarat,2.10 - Arson (Section 435-436 & 438 IPC),1
Gujarat,"2.11 - Grievous Hurt (Section 325,326,326A & 326 B IPC)",60
Gujarat,2.11.1 - Hurt (Section 325 & 326 IPC),60
Gujarat,2.11.2 - Acid attack (Section 326A IPC),0
